slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
criminal-of-love,Criminal of Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---CRIMINAL-OF-LOVE-FOR-UNISEX.jpg,,Unisex,,,,Kilian,"hil, zəfəran","papirus, sidr, türk-qızılgülü","paçuli, tütün, büxur-ladan, ödotu",https://www.etirsah.com/az/product/993,Stokda Yoxdur
dangerously-in-love,Dangerously in Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---DANGEROUSLY-IN-LOVE-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,"armud, qara-qarağat-yarpağı, ambretta-müşk-əməköməcisi","sidr, türk-qızılgülü","dəri, müşk, palıd-mamırı",https://www.etirsah.com/az/product/994,Stokda Var
dark-lord,Dark Lord,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---DARK-LORD-FOR-MEN.jpg,,Kişi,32.00,58.00,92.00,Kilian,"berqamot, istiot, siçuan-çin-istiotu","rom, ərəb-jasmini, davana","dəri, paçuli, sidr, vetivera, naqarmota-girdə-topalaq",https://www.etirsah.com/az/product/995,Stokda Var
do-it-for-love,Do It For Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---DO-IT-FOR-LOVE-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Kilian,"berqamot, petitgreyn-sitrus-yarpağı","jasmin, neroli, portağal-çiçəyi",vetivera,https://www.etirsah.com/az/product/996,Stokda Var
flower-of-immortality,Flower of Immortality,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---FLOWER-OF-IMMORTALITY-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,"qızılgül, tonka-lobyası, ağ-şaftalı","qara-qarağat, yerkökü-toxumları",süsən,https://www.etirsah.com/az/product/997,Stokda Var
forbidden-games,Forbidden Games,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---FORBIDDEN-GAMES-FOR-WOMEN.jpg,,Qadın,,,,Kilian,"alma, darçın, şaftalı, gavalı","bolqar-qızılgülü, jasmin, ətirşah","bal, vanil, opoponaks",https://www.etirsah.com/az/product/998,Stokda Yoxdur
gold-knight,Gold Knight,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---GOLD-KNIGHT-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Kilian,"berqamot, cirəgülü-anis","bal, vanil",paçuli,https://www.etirsah.com/az/product/999,Stokda Var
good-girl-gone-bad-extreme,Good Girl Gone Bad Extreme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Good-Girl-Gone-Bad-Extreme-By-Kilian.jpg,,Qadın,,,,Kilian,"albalı, osmantus, qızılgül, şaftalı, yasəmən","nərgiz, portağal-çiçəyi, süd, tuberoza","karamel, müşk, ənbər, ağ-sidr-ekstraktı",https://www.etirsah.com/az/product/1000,Stokda Yoxdur
good-girl-gone-bad-extreme,Good Girl Gone Bad Extreme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Good-Girl-Gone-Bad-Extreme-By-Kilian.jpg,,Qadın,38.00,70.00,112.00,Kilian,"albalı, osmantus, qızılgül, şaftalı, yasəmən","nərgiz, portağal-çiçəyi, süd, tuberoza","karamel, müşk, ənbər, ağ-sidr-ekstraktı",https://www.etirsah.com/az/product/1001,Stokda Var
good-girl-gone-bad,Good Girl Gone Bad,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---GOOD-GIRL-GONE-BAD-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Kilian,"jasmin, osmantus, may-qızılgülü","nərgiz, tuberoza","sidr, ənbər",https://www.etirsah.com/az/product/1002,Stokda Var
good-girl-gone-bad,Good Girl Gone Bad,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---GOOD-GIRL-GONE-BAD-FOR-WOMEN.jpg,,Qadın,38.00,70.00,112.00,Kilian,"jasmin, osmantus, may-qızılgülü","nərgiz, tuberoza","sidr, ənbər",https://www.etirsah.com/az/product/1003,Stokda Var
i-dont-need-a-prince-by-my-side-to-be-a-princess,I Don't Need A Prince By My Side To Be A Princess,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---I-DON%27T-NEED-A-PRINCE-BY-MY-SIDE-TO-BE-A-PRINCESS-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Kilian,limon,"alma, jasmin, şaftalı, yaşıl-çay, zəncəfil, hedion","benzoin, vanil, zefir",https://www.etirsah.com/az/product/1004,Stokda Var
kenzo,Kenzo,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KENZO---KENZO-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Kenzo,"berqamot, limon, müşk-sürvəsi-adaçayı, maxaqon-qırmızı-ağac, dəniz-notları","hind-qozu, jasmin, qızılgül, şaftalı, şam-ağacı, süsən-kökü, zirə, qərənfil, inciçiçəyi","labdanum, müşk, palıd-mamırı, sidr, səndəl, vetivera, ənbər, küknar-ekstraktı",https://www.etirsah.com/az/product/1005,Stokda Var
in-the-city-of-sin,In the City of Sin,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---IN-THE-CITY-OF-SIN-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Kilian,"berqamot, çəhrayı-istiot, hil","türk-qızılgülü, ərik, gavalı, büxur-ladan","paçuli, atlas-sidri",https://www.etirsah.com/az/product/1006,Stokda Var
intoxicated,Intoxicated,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---INTOXICATED-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Kilian,"aldehidlər, berqamot, hil, qəhvə","darçın, hind-qozu, tütün, zəncəfil, ətirşah","karamel, kumarin, paçuli, şəkər, vanil, zefir",https://www.etirsah.com/az/product/1007,Stokda Var
killing-me-slowly,Killing Me Slowly,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---KILLING-ME-SLOWLY-FOR-WOMEN.jpg,,Qadın,32.00,52.00,92.00,Kilian,"aldehidlər, liçi, qara-qarağat, agatosma","qızılgül, geliotrop, yemişan","süsən, vanil",https://www.etirsah.com/az/product/1008,Stokda Var
kisses-dont-lie,Kisses Don't Lie,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---KISSES-DON%27T-LIE-FOR-WOMEN.jpg,,Qadın,32.00,58.00,92.00,Kilian,"berqamot, çəhrayı-istiot","bənövşə, bənövşə-yarpağı, qızılgül, tünd-şokolad","moruq, papirus, mirra",https://www.etirsah.com/az/product/1009,Stokda Var
kissing-burns-64-calories-a-minute-wanna-workout,Kissing Burns 6.4 Calories A Minute. Wanna Workout?,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---KISSING-BURNS-6.4-CALORIES-AN-HOUR.-WANNA-WORK-OUT.jpg,,Unisex,26.00,46.00,72.00,Kilian,berqamot,"qızılgül, yaşıl-notlar, inciçiçəyi","süd, şəkər, vanil",https://www.etirsah.com/az/product/1010,Stokda Var
lemon-in-zest,Lemon in Zest,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---LEMON-IN-ZEST-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Kilian,"limon, naringi-mandarin","vanil, brendi","vetivera, indoneziyadan-paçuli",https://www.etirsah.com/az/product/1011,Stokda Var
liaisons-dangereuses,Liaisons Dangereuses,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---LIAISONS-DANGEREUSES-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Kilian,"kokos, şaftalı, gavalı, qara-qarağat","darçın, qızılgül, ətirşah, ambretta-müşk-əməköməcisi","ağac-notları, müşk, palıd-mamırı, səndəl, vanil, vetivera",https://www.etirsah.com/az/product/1012,Stokda Var
light-my-fire,Light My Fire,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---LIGHT-MY-FIRE-FOR-UNISEX.jpg,,Unisex,,,,Kilian,"badam, zirə","paçuli, saman, vetivera","bal, tütün, vanil, ağcaqayın",https://www.etirsah.com/az/product/1013,Stokda Yoxdur
love-and-tears,Love and Tears,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---LOVE-AND-TEARS-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,"berqamot, lavanda, qalbanum, petitgreyn-sitrus-yarpağı","jasmin, nərgiz, portağal-çiçəyi, suzanbağı, zanbaq, inciçiçəyi","palıd-mamırı, sidr, stiraks",https://www.etirsah.com/az/product/1014,Stokda Var
love-dont-be-shy,Love Don't Be Shy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---LOVE-DONT-BE-SHY-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Kilian,"berqamot, çəhrayı-istiot, keşniş, neroli","jasmin, portağal-çiçəyi, qızılgül, süsən, doqquzdon","karamel, labdanum, müşk, şəkər, vanil, tsibetin",https://www.etirsah.com/az/product/1015,Stokda Var
love-dont-be-shy,Love Don't Be Shy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---LOVE-DONT-BE-SHY-FOR-WOMEN.jpg,,Qadın,,,,Kilian,"berqamot, çəhrayı-istiot, keşniş, neroli","jasmin, portağal-çiçəyi, qızılgül, süsən, doqquzdon","karamel, labdanum, müşk, şəkər, vanil, tsibetin",https://www.etirsah.com/az/product/1016,Stokda Yoxdur
moonlight-in-heaven,Moonlight in Heaven,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---MOONLIGHT-IN-HEAVEN-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,"çəhrayı-istiot, limon, mixək, qreyfrut, şaftalı, yaşıl-notlar","kokos, manqo, süsən-kökü, tuberoza, düyü","müşk, tonka-lobyası, vanil, vetivera, geliotrop",https://www.etirsah.com/az/product/1017,Stokda Var
musk-butterfly,Musk Butterfly,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---MUSK-BUTTERFLY-FOR-WOMEN.jpg,,Qadın,32.00,58.00,92.00,Kilian,"aldehidlər, türk-qızılgülü, ətirşah, damask-qızılgülü","bənövşə, bənövşə-yarpağı","səndəl, ambretta-müşk-əməköməcisi",https://www.etirsah.com/az/product/1018,Stokda Var
pearl-oud,Pearl Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---PEARL-OUD-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Kilian,"qara-istiot, zəfəran","ilanq-ilanq, qızılgül, süsən, türk-qızılgülü","aqar-ağacı-ud, tsibetin",https://www.etirsah.com/az/product/1019,Stokda Var
playing-with-the-devil,Playing With The Devil,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Playing-With-The-Devil.jpg,,Qadın,26.00,46.00,72.00,Kilian,"liçi, qan-portağalı, qara-qarağat, ağ-şaftalı","acı-bibər, istiot, jasmin, qızılgül","paçuli, sidr, səndəl, tonka-lobyası, vanil",https://www.etirsah.com/az/product/1020,Stokda Var
playing-with-the-devil,Playing With The Devil,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Playing-With-The-Devil.jpg,,Qadın,,,,Kilian,"liçi, qan-portağalı, qara-qarağat, ağ-şaftalı","acı-bibər, istiot, jasmin, qızılgül","paçuli, sidr, səndəl, tonka-lobyası, vanil",https://www.etirsah.com/az/product/1021,Stokda Yoxdur
playing-with-the-devil,Playing With The Devil,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Playing-With-The-Devil.jpg,,Qadın,26.00,46.00,72.00,Kilian,"liçi, qan-portağalı, qara-qarağat, ağ-şaftalı","acı-bibər, istiot, jasmin, qızılgül","paçuli, sidr, səndəl, tonka-lobyası, vanil",https://www.etirsah.com/az/product/1022,Stokda Var
rolling-in-love,Rolling in Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---ROLLING-IN-LOVE-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Kilian,"ambretta-müşk-əməköməcisi, badam-südü","freziya, süsən","müşk, tonka-lobyası, tuberoza, vanil",https://www.etirsah.com/az/product/1023,Stokda Var
roses-on-ice,Roses on Ice,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---ROSES-ON-ICE-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Kilian,"laym, xiyar, ardıc-giləmeyvəsi",qızılgül,"müşk, səndəl",https://www.etirsah.com/az/product/1024,Stokda Var
sacred-wood,Sacred Wood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---SACRED-WOOD-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,səndəl,süd,səndəl,https://www.etirsah.com/az/product/1025,Stokda Var
smoke-for-the-soul,Smoke for the Soul,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---SMOKE-FOR-THE-SOUL-FOR-UNISEX.jpg,,Unisex,,,,Kilian,"qreyfrut, evkalipt","hil, çətənə-kənaf-kannabis, tozağacı","tütün, kaşmir-ağacı, mate",https://www.etirsah.com/az/product/1026,Stokda Yoxdur
smoke-for-the-soul,Smoke for the Soul,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---SMOKE-FOR-THE-SOUL-FOR-UNISEX.jpg,,Unisex,,,,Kilian,"qreyfrut, evkalipt","hil, çətənə-kənaf-kannabis, tozağacı","tütün, kaşmir-ağacı, mate",https://www.etirsah.com/az/product/1027,Stokda Yoxdur
straight-to-heaven-white-cristal,Straight to Heaven White Cristal,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---STRAIGHT-TO-HEAVEN%2C-WHITE-CRYSTAL-FOR-MEN.jpg,,Kişi,38.00,70.00,112.00,Kilian,"jasmin, müşk, paçuli","ənbər, virciniya-sidri","hind-qozu, quru-meyvələr, rom, vanil",https://www.etirsah.com/az/product/1028,Stokda Var
sweet-redemption,Sweet Redemption,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---SWEET-REDEMPTION-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,"portağal-çiçəyi, vanil","benzoin, opoponaks","mirra, büxur-ladan",https://www.etirsah.com/az/product/1029,Stokda Var
vodka-on-the-rocks,Vodka on the Rocks,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---VODKA-ON-THE-ROCKS-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Kilian,"aldehidlər, hil, keşniş","qızılgül, rəvənd, inciçiçəyi","ambroksan, palıd-mamırı, səndəl",https://www.etirsah.com/az/product/1030,Stokda Var
voulez-vous-coucher-avec-moi,Voulez-Vous Coucher Avec Moi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---VOULEZ-VOUS-COUCHER-AVEC-MOI-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,"ilanq-ilanq, tuberoza","bolqar-qızılgülü, qardeniya","sidr, səndəl, vanil",https://www.etirsah.com/az/product/1031,Stokda Var
water-caligraphy,Water Caligraphy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---WATER-CALLIGRAPHY-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,"qreyfrut, suzanbağı","jasmin, maqnoliya","hil, vetivera",https://www.etirsah.com/az/product/1032,Stokda Var
woman-in-gold,Woman in Gold,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---WOMAN-IN-GOLD-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Kilian,"aldehidlər, berqamot, naringi-mandarin","freziya, qızılgül, vanil, ətirşah","paçuli, tonka-lobyası, vanil, akigalawood",https://www.etirsah.com/az/product/1033,Stokda Var
yes-i-was-madly-in-love-but-that-was-yesterday,"Yes I Was Madly In Love, But That Was Yesterday",https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KILIAN---YES-I-WAS-MADLY-IN-LOVE%2C-BUT-THAT-WAS-YESTERDAY-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kilian,moruq,ağ-tütün,dəri,https://www.etirsah.com/az/product/1034,Stokda Var
kinski,Kinski,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KINSKI---KINSKI-FOR-MEN.jpg,,Kişi,32.00,58.00,92.00,Kinski,"çəhrayı-istiot, ardıc, kastoreum, qara-qarağat","dəniz-suyu, hind-qozu, maqnoliya, orxideya, portağal-çiçəyi, qızılgül, gavalı, çətənə-kənaf-kannabis","ağac-notları, benzoin, müşk, paçuli, palıd-mamırı, vetivera, zəncəfil, ənbər, stiraks",https://www.etirsah.com/az/product/1035,Stokda Var
marijuana,Marijuana,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KOLMAZ---MARIJUANA-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Kolmaz,,,çətənə-kənaf-kannabis,https://www.etirsah.com/az/product/1036,Stokda Var
black-vetiver,Black Vetiver,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/KORLOFF---BLACK-VETIVER-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Korloff,"berqamot, hil, qara-istiot","süsən, büxur-ladan","ağac-notları, müşk, vetivera, ənbər",https://www.etirsah.com/az/product/1037,Stokda Var
eau-de-lacoste,Eau de Lacoste,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---EAU-DE-LACOSTE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lacoste,"ananas, berqamot, naringi-mandarin","portağal-çiçəyi, misir-jasmini, ananas-yarpağı","səndəl, vanil, peru-balzamı",https://www.etirsah.com/az/product/1038,Stokda Var
eau-de-lacoste-pour-homme-l1212-magnetic-lacoste,Eau de Lacoste Pour Homme L.12.12. Magnetic Lacoste,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---EAU-de-LACOSTE-POUR-HOMME-L.12.12-MAGNETIC.jpg,,Kişi,14.00,22.00,32.00,Lacoste,"yovşan-artemisia, ardıc, bambuk","bənövşə, qara-çay, ətirşah","paçuli, vetivera, ənbər",https://www.etirsah.com/az/product/1039,Stokda Var
essential,Essential,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---ESSENTIAL-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Lacoste,"berqamot, qara-qarağat-yarpağı, tanqerin, pomidor-yarpağı","istiot, qızılgül","paçuli, səndəl",https://www.etirsah.com/az/product/1040,Stokda Var
essential-sport,Essential Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---ESSENTIAL-SPORT-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Lacoste,"berqamot, qreyfrut, zəncəfil","hind-qozu, ətirşah, ardıc, su-notları","müşk, paçuli, vetivera",https://www.etirsah.com/az/product/1041,Stokda Var
essential-sport,Essential Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---ESSENTIAL-SPORT-FOR-MEN.jpg,,Kişi,,,,Lacoste,"berqamot, qreyfrut, zəncəfil","hind-qozu, ətirşah, ardıc, su-notları","müşk, paçuli, vetivera",https://www.etirsah.com/az/product/1042,Stokda Yoxdur
l1212-blanc-limited-edition,L.12.12 Blanc Limited Edition,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---L.12.12-BLANC%28WHITE%29-LIMITED-EDITION-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Lacoste,"hil, qreyfrut, rozmarin, sidr-yarpaqları","ilanq-ilanq, tuberoza","dəri, vetivera, virciniya-sidri, zamş",https://www.etirsah.com/az/product/1043,Stokda Var
l1212-noir,L.12.12. Noir,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---L.12.12-NOIR-FOR-MEN.jpg,,Kişi,,,,Lacoste,qarpız,"lavanda, minaçiçəyi-verbena, reyhan","kumarin, paçuli, tünd-şokolad, kaşmeran",https://www.etirsah.com/az/product/1044,Stokda Yoxdur
lacoste,Lacoste,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---LACOSTE-ORIGINAL-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Lacoste,"berqamot, lavanda, laym, limon, müşk-sürvəsi-adaçayı","jasmin, reyhan, yaşıl-notlar, ətirşah, qalbanum, qərənfil","müşk, palıd-mamırı, sidr, tonka-lobyası, vetivera, ənbər",https://www.etirsah.com/az/product/1045,Stokda Var
lacoste,Lacoste,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---LACOSTE-ORIGINAL-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Lacoste,"berqamot, lavanda, laym, limon, müşk-sürvəsi-adaçayı","jasmin, reyhan, yaşıl-notlar, ətirşah, qalbanum, qərənfil","müşk, palıd-mamırı, sidr, tonka-lobyası, vetivera, ənbər",https://www.etirsah.com/az/product/1046,Stokda Var
lacoste-pour-femme,Lacoste Pour Femme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---LACOSTE-POUR-FEMME.jpg,,Qadın,14.00,22.00,32.00,Lacoste,"alma, freziya, istiot","bənövşə, jasmin, qızılgül, geliotrop, hibiskus","labdanum, sidr, səndəl, büxur-ladan, zamş",https://www.etirsah.com/az/product/1047,Stokda Var
lacoste-pour-femme-intense,Lacoste Pour Femme Intense,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---LACOSTE-POUR-FEMME-INTENSE.jpg,,Qadın,20.00,34.00,52.00,Lacoste,karamel,bolqar-qızılgülü,"müşk, sidr, səndəl",https://www.etirsah.com/az/product/1048,Stokda Var
love-of-pink,Love of Pink,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LACOSTE/LACOSTE---LOVE-OF-PINK-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lacoste,"limon, qan-portağalı, marakuyya","maqnoliya, stefanotis","müşk, sidr, vanil",https://www.etirsah.com/az/product/1049,Stokda Var
red-lacoste,Red Lacoste,https://www.etirsah.com/storage/photos/shares/etirler_en_son/red-lacoste.jpg,,Kişi,14.00,22.00,32.00,Lacoste,yaşıl-alma,şam-ağacı,"paçuli, vetivera",https://www.etirsah.com/az/product/1050,Stokda Var
fame,Fame,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LADY-GAGA---FAME-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lady Gaga,"zəfəran, büxur-ladan, xanımotu","bal, ərik","jasmin, orxideya",https://www.etirsah.com/az/product/1051,Stokda Var
amethyst,Amethyst,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---AMETHYST-FOR-WOMEN.jpg,,Qadın,,,,Lalique,"böyürtkən, tut, qara-qarağat, çiyələk, qaragilə","ilanq-ilanq, istiot, pion, qızılgül","ağac-notları, müşk, vanil",https://www.etirsah.com/az/product/1052,Stokda Yoxdur
encre-noire-pour-elle,Encre Noire Pour Elle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---ENCRE-NOIR-POUR-ELLE.jpg,,Qadın,14.00,22.00,32.00,Lalique,"berqamot, freziya, ambretta-müşk-əməköməcisi","osmantus, qızılgül, kefalis","müşk, vetivera, virciniya-sidri",https://www.etirsah.com/az/product/1053,Stokda Var
encre-noire,Encre Noire,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---ENCRE-NOIRE-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Lalique,sərv,vetivera,"müşk, kaşmir-ağacı",https://www.etirsah.com/az/product/1054,Stokda Var
encre-noire,Encre Noire,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---ENCRE-NOIRE-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Lalique,sərv,vetivera,"müşk, kaşmir-ağacı",https://www.etirsah.com/az/product/1055,Stokda Var
lamour-lalique,L'Amour Lalique,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---L%27AMOUR-FOR-WOMEN1.jpg,,Qadın,,,,Lalique,"berqamot, neroli, qızılgül","jasmin, qardeniya, tuberoza","müşk, sidr, səndəl",https://www.etirsah.com/az/product/1056,Stokda Yoxdur
lamour-lalique,L'Amour Lalique,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---L%27AMOUR-FOR-WOMEN1.jpg,,Qadın,20.00,34.00,52.00,Lalique,"berqamot, neroli, qızılgül","jasmin, qardeniya, tuberoza","müşk, sidr, səndəl",https://www.etirsah.com/az/product/1057,Stokda Var
lalique-white,Lalique White,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---LALIQUE-WHITE-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Lalique,"berqamot, petitgreyn-sitrus-yarpağı, elemi, tamarind","bənövşə, hil, hind-qozu, ağ-istiot","müşk, palıd-mamırı, sidr, ənbər",https://www.etirsah.com/az/product/1058,Stokda Var
pink-paradise,Pink Paradise,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LALIQUE---PINK-PARADISE-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Lalique,"müşk, geliotrop, dəniz-notları","istiot, jasmin, sitrus, qum","iso-e-super, səndəl, ənbər",https://www.etirsah.com/az/product/1059,Stokda Var
balafre,Balafre,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---BALAFRE-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Lancôme,"lavanda, laym, neroli, yaşıl-notlar, çobanyastığı, sərv","müşk-sürvəsi-adaçayı, sidr, ətirşah, qərənfil, şam-iynələri","dəri, müşk, palıd-mamırı, vetivera, ənbər",https://www.etirsah.com/az/product/1060,Stokda Var
balafre,Balafre,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---BALAFRE-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Lancôme,"lavanda, laym, neroli, yaşıl-notlar, çobanyastığı, sərv","müşk-sürvəsi-adaçayı, sidr, ətirşah, qərənfil, şam-iynələri","dəri, müşk, palıd-mamırı, vetivera, ənbər",https://www.etirsah.com/az/product/1061,Stokda Var
hypnse,Hypnôse,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---HYPNOSE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,qonaqotu,"jasmin, qardeniya","vanil, vetivera",https://www.etirsah.com/az/product/1062,Stokda Var
